fundname,fundid,fundtype,fundcompany,fundsize,todayestnav,yestnav,accumnav,todayrate,weekrate,monthrate,threemonthrate,sixmonthrate,fromthisyearrate,yearrate,twoyearrate,threeyearrate,industry1,industry1ratio,industry2,industry2ratio,category,date
农银消费主题混合,660012,混合型,农银汇理基金,11.10亿,2.4705,2.4870,2.5670,-0.66,1.76,2.19,-4.35,0.48,-5.40,5.93,16.56,21.17,制造业,60.16%,房地产业,6.18%,净值型,2018-03-16
农银行业轮动混合,660015,混合型,农银汇理基金,3.08亿,3.1464,3.1687,3.2687,-0.70,1.98,4.54,0.98,7.67,-0.55,20.22,39.24,63.04,制造业,52.09%,交通运输、仓储和邮政业,12.84%,净值型,2018-03-16
农银中证500,660011,股票指数,农银汇理基金,0.86亿,1.5507,1.5540,1.5540,-0.21,0.73,6.78,-1.36,-7.22,-1.50,-5.46,7.28,-6.23,制造业,56.41%,信息传输、软件和信息技术服务业,7.79%,净值型,2018-03-16
农银沪深300,660008,股票指数,农银汇理基金,8.58亿,1.3482,1.3566,1.3566,-0.62,0.38,3.19,2.90,6.37,1.58,19.37,37.22,18.08,制造业,37.08%,金融业,31.44%,净值型,2018-03-16
农银策略价值混合,660004,混合型,农银汇理基金,4.05亿,2.0356,2.0487,2.0487,-0.64,1.22,2.91,-0.64,6.93,-1.67,19.93,43.06,37.16,制造业,53.50%,金融业,6.23%,净值型,2018-03-16
农银平衡双利,660003,混合型,农银汇理基金,3.95亿,1.5119,1.5252,2.1399,-0.87,1.19,2.92,0.05,7.65,-0.97,21.19,43.39,43.03,制造业,51.50%,金融业,5.87%,净值型,2018-03-16
农银增强收益债券A,660009,债券型,农银汇理基金,0.35亿,1.4709,1.4707,1.5417,0.02,0.17,0.49,1.20,0.75,1.35,2.38,3.91,12.73,采矿业,0.99%,金融业,0.23%,净值型,2018-03-16
农银中小盘混合,660005,混合型,农银汇理基金,11.13亿,2.2029,2.2167,2.5787,-0.62,1.87,2.48,-4.51,0.50,-5.58,6.05,15.71,28.53,制造业,60.90%,交通运输、仓储和邮政业,5.49%,净值型,2018-03-16
农银大盘蓝筹混合,660006,混合型,农银汇理基金,2.73亿,1.1396,1.1445,1.1445,-0.43,0.34,3.48,2.97,6.22,1.71,15.19,32.68,-1.67,制造业,38.94%,金融业,21.62%,净值型,2018-03-16
农银恒久增利债券A,660002,债券型,农银汇理基金,1.21亿,1.2708,1.2706,1.6181,0.02,0.07,0.42,1.24,1.43,1.32,3.39,4.02,12.66,金融业,8.39%,,,净值型,2018-03-16
农银行业成长混合,660001,混合型,农银汇理基金,23.84亿,2.4112,2.4211,3.0211,-0.41,2.13,3.99,-2.18,3.43,-3.00,10.22,22.72,14.91,制造业,51.23%,交通运输、仓储和邮政业,11.85%,净值型,2018-03-16
英大纯债A类,650001,债券型,英大基金,2.58亿,1.1617,1.1615,1.3065,0.02,0.08,0.35,1.08,0.77,0.95,2.82,5.99,18.04,,,,,净值型,2018-03-16
英大纯债C类,650002,债券型,英大基金,0.03亿,1.1159,1.1157,1.2607,0.02,0.07,0.31,0.98,0.56,0.86,2.40,5.09,14.54,,,,,净值型,2018-03-16
华商价值共享混合,630016,混合型,华商基金,7.19亿,2.0711,2.0910,2.4510,-0.95,2.25,5.08,1.85,2.70,2.40,8.47,37.55,21.86,制造业,57.50%,金融业,9.58%,净值型,2018-03-16
华商稳健双利债券B,630107,债券型,华商基金,1.28亿,1.3978,1.4000,1.4540,-0.15,-0.43,-0.78,-3.78,-4.44,-4.63,2.79,2.71,-2.30,制造业,10.03%,采矿业,6.87%,净值型,2018-03-16
华商增强债券B,630103,债券型,华商基金,0.70亿,1.1392,1.1390,1.6450,0.02,0.09,-6.49,-7.10,-9.53,-7.25,-10.17,-10.88,3.55,制造业,8.26%,,,净值型,2018-03-16
华商主题精选混合,630011,混合型,华商基金,11.35亿,1.2336,1.2370,2.1370,-0.28,1.48,12.97,-13.13,-18.83,-8.57,-31.77,-20.65,-29.01,制造业,92.77%,批发和零售业,1.02%,净值型,2018-03-16
华商大盘量化精选混合,630015,混合型,华商基金,9.09亿,1.4624,1.4630,2.1430,-0.04,-0.14,4.20,-6.28,-6.10,-5.18,-5.03,16.96,1.98,制造业,30.68%,采矿业,8.66%,净值型,2018-03-16
华商价值精选混合,630010,混合型,华商基金,14.87亿,1.3100,1.3210,2.2310,-0.83,0.61,7.05,-1.86,-0.90,-0.23,-0.77,-1.38,-3.52,制造业,36.83%,文化、体育和娱乐业,13.64%,净值型,2018-03-16
华商稳定增利债券C,630109,债券型,华商基金,10.00亿,1.2493,1.2500,1.5700,-0.05,-0.64,-0.79,0.16,1.13,-0.16,6.84,8.92,17.48,金融业,3.34%,制造业,2.82%,净值型,2018-03-16
华商稳定增利债券A,630009,债券型,华商基金,13.10亿,1.2871,1.2880,1.6180,-0.07,-0.69,-0.85,0.23,1.30,-0.16,7.28,9.83,19.04,金融业,3.34%,制造业,2.82%,净值型,2018-03-16
华商稳健双利债券A,630007,债券型,华商基金,1.08亿,1.4377,1.4400,1.5010,-0.16,-0.42,-0.69,-3.61,-4.19,-4.51,3.23,3.67,-0.89,制造业,10.03%,采矿业,6.87%,净值型,2018-03-16
华商策略精选,630008,混合型,华商基金,7.98亿,1.5260,1.5320,1.5320,-0.39,0.86,3.79,1.19,6.02,2.27,6.98,22.95,9.66,制造业,24.22%,交通运输、仓储和邮政业,16.42%,净值型,2018-03-16
华商产业升级混合,630006,混合型,华商基金,2.79亿,1.2303,1.2370,1.4670,-0.54,0.57,6.00,-1.83,-0.96,-3.74,7.10,42.35,24.25,制造业,45.32%,信息传输、软件和信息技术服务业,11.65%,净值型,2018-03-16
华商动态阿尔法混合,630005,混合型,华商基金,14.16亿,1.7001,1.7050,1.7050,-0.29,0.77,10.14,-11.15,-15.93,-7.79,-27.42,-16.91,-15.51,制造业,71.41%,批发和零售业,2.09%,净值型,2018-03-16
华商领先企业,630001,混合型,华商基金,23.92亿,0.8447,0.8493,2.3103,-0.54,0.12,2.51,-4.12,-6.72,-2.79,-8.57,3.54,-4.62,制造业,26.15%,房地产业,14.51%,净值型,2018-03-16
华商盛世成长混合,630002,混合型,华商基金,27.99亿,2.4670,2.4795,4.1345,-0.51,1.78,9.91,4.18,0.61,5.63,4.15,-2.66,-7.41,制造业,38.19%,批发和零售业,17.80%,净值型,2018-03-16
华商优势行业,000390,混合型,华商基金,2.86亿,1.0250,1.0330,2.1230,-0.77,1.67,6.49,0.44,6.39,0.68,7.34,18.38,67.85,制造业,31.99%,交通运输、仓储和邮政业,15.90%,净值型,2018-03-16
华商增强债券A,630003,债券型,华商基金,2.75亿,1.1702,1.1700,1.6950,0.02,0.09,-6.40,-6.92,-9.23,-7.07,-9.72,-10.00,4.99,制造业,8.26%,,,净值型,2018-03-16
华商双驱优选混合,001449,混合型,华商基金,8.96亿,1.0972,1.1030,1.2930,-0.53,0.09,2.70,1.29,2.89,2.22,2.33,32.15,0,制造业,30.41%,房地产业,18.51%,净值型,2018-03-16
金元顺安消费主题混合,620006,混合型,金元顺安基金,0.18亿,1.1674,1.1850,1.1850,-1.48,0.08,2.69,3.13,12.00,2.42,28.39,50.76,-8.92,制造业,64.54%,金融业,21.84%,净值型,2018-03-16
金元顺安优质精选混合A,620007,混合型,金元顺安基金,0.13亿,1.1420,1.1440,1.2810,-0.17,-0.52,4.38,-0.35,-1.21,-0.61,7.42,7.82,11.18,制造业,14.32%,交通运输、仓储和邮政业,9.29%,净值型,2018-03-16
金元顺安核心动力混合,620005,混合型,金元顺安基金,1.44亿,1.1059,1.1120,1.2920,-0.55,-0.09,2.96,2.77,9.60,1.18,22.99,27.92,15.60,制造业,41.43%,金融业,28.49%,净值型,2018-03-16
金元顺安丰利债券,620003,债券型,金元顺安基金,25.12亿,1.1053,1.1070,1.3260,-0.15,0.09,1.65,1.47,1.00,1.37,6.54,9.13,16.57,制造业,11.30%,交通运输、仓储和邮政业,4.59%,净值型,2018-03-16
金元顺安成长动力混合,620002,混合型,金元顺安基金,0.19亿,1.0305,1.0340,1.2540,-0.34,-0.48,0.19,-1.52,4.02,-3.18,7.48,10.71,-16.00,金融业,50.80%,制造业,28.77%,净值型,2018-03-16
金元顺安新经济主题混合,620008,混合型,金元顺安基金,1.42亿,1.3745,1.3790,1.3790,-0.33,-0.14,3.06,5.59,9.53,4.08,21.18,30.96,-21.87,制造业,55.13%,房地产业,20.26%,净值型,2018-03-16
金元顺安价值增长混合,620004,混合型,金元顺安基金,0.19亿,0.6853,0.6870,0.6870,-0.25,0.73,6.02,-5.89,-19.46,-4.72,-29.75,-28.14,-38.33,制造业,55.30%,批发和零售业,6.32%,净值型,2018-03-16
信达澳银消费优选混合,610007,混合型,信达澳银基金,0.79亿,1.3408,1.3520,1.8420,-0.83,1.12,0.07,2.89,-1.74,0.97,1.05,16.55,8.22,制造业,39.34%,房地产业,16.61%,净值型,2018-03-16
金元顺安宝石动力混合,620001,混合型,金元顺安基金,1.14亿,1.1776,1.1803,1.2403,-0.22,-0.37,0.11,2.79,9.59,1.61,18.12,23.84,-0.90,金融业,44.50%,制造业,14.04%,净值型,2018-03-16
信达澳银稳定价值债B,610103,债券型,信达澳银基金,0.05亿,1.0562,1.0560,1.5060,0.02,0.00,0.38,0.67,-0.75,1.15,0.19,-0.29,9.24,制造业,0.02%,电力、热力、燃气及水生产和供应业,0.02%,净值型,2018-03-16
信达澳银红利回报混合,610005,混合型,信达澳银基金,0.66亿,0.9447,0.9490,1.1490,-0.46,0.53,7.96,-1.96,-13.33,-4.53,-10.89,13.80,-10.55,制造业,44.23%,采矿业,13.69%,净值型,2018-03-16
信达澳银信用债债券C,610108,债券型,信达澳银基金,0.04亿,1.1636,1.1650,1.1650,-0.12,0.43,1.57,1.22,0.09,1.22,1.39,4.02,-1.19,制造业,8.50%,金融业,1.72%,净值型,2018-03-16
金元顺安丰祥债券,620009,债券型,金元顺安基金,1.58亿,1.0382,1.0380,1.2380,0.02,0.19,0.29,1.17,0.39,1.07,2.57,1.87,7.99,制造业,4.64%,,,净值型,2018-03-16
信达澳银产业升级混合,610006,混合型,信达澳银基金,1.53亿,1.2795,1.2910,1.7610,-0.89,2.30,3.45,3.03,-5.35,1.65,-8.70,18.05,14.39,制造业,66.18%,金融业,9.46%,净值型,2018-03-16
信达澳银领先增长混合,610001,混合型,信达澳银基金,16.92亿,1.4254,1.4386,1.7686,-0.92,0.77,3.54,0.77,6.56,0.27,19.66,31.13,5.08,制造业,52.83%,金融业,4.14%,净值型,2018-03-16
信达澳银中小盘混合,610004,混合型,信达澳银基金,0.86亿,1.2189,1.2280,1.2280,-0.74,0.08,4.16,-2.38,-5.39,-2.62,-1.92,26.60,8.77,制造业,57.92%,信息传输、软件和信息技术服务业,8.66%,净值型,2018-03-16
信达澳银信用债债券A,610008,债券型,信达澳银基金,0.20亿,1.1902,1.1920,1.1920,-0.15,0.42,1.53,1.36,0.25,1.36,1.88,4.84,0.08,制造业,8.50%,金融业,1.72%,净值型,2018-03-16
信达澳银精华配置,610002,混合型,信达澳银基金,0.72亿,1.3246,1.3390,2.2190,-1.08,0.15,5.93,1.21,8.16,0.15,19.87,46.35,11.13,制造业,60.74%,采矿业,9.11%,净值型,2018-03-16
中邮上证380增强,590007,股票指数,中邮基金,0.89亿,1.1077,1.1110,1.6210,-0.30,0.45,6.01,-0.45,-4.31,-1.33,-7.84,-1.39,-6.35,制造业,59.56%,交通运输、仓储和邮政业,5.10%,净值型,2018-03-16
中邮稳定收益债券A,590009,债券型,中邮基金,49.99亿,1.1122,1.1120,1.3610,0.02,0.09,0.45,1.28,1.46,1.18,3.11,3.74,13.33,,,,,净值型,2018-03-16
中邮核心优势,590003,混合型,中邮基金,5.65亿,1.4270,1.4350,1.6150,-0.55,3.91,10.73,-1.51,-13.19,-0.69,-21.93,-14.28,-7.54,制造业,40.17%,采矿业,5.47%,净值型,2018-03-16
东吴优信稳健债券C,582201,债券型,东吴基金,0.01亿,1.1371,1.1384,1.1504,-0.11,0.70,3.00,3.16,2.92,3.43,5.48,5.89,2.48,制造业,7.58%,文化、体育和娱乐业,5.70%,净值型,2018-03-16
东吴中证新兴产业,585001,股票指数,东吴基金,1.19亿,1.2462,1.2550,1.2550,-0.70,1.70,8.47,0.08,0.48,0.16,7.73,22.56,3.46,制造业,68.63%,信息传输、软件和信息技术服务业,13.50%,净值型,2018-03-16
东吴增利债券C,582202,债券型,东吴基金,0.09亿,1.0672,1.0670,1.3770,0.02,0.00,0.38,1.14,1.72,0.95,4.51,8.66,16.92,制造业 - 机械、设备、仪表,23.67,制造业 - 食品、饮料,0.00,净值型,2018-03-16
中邮稳定收益债券C,590010,债券型,中邮基金,2.26亿,1.0922,1.0920,1.3410,0.01,0.09,0.46,1.20,1.30,1.11,2.78,2.96,12.17,,,,,净值型,2018-03-16
东吴配置优化灵活配置混合,582003,混合型,东吴基金,2.14亿,1.1974,1.2051,1.4291,-0.64,1.03,6.26,2.13,7.83,1.79,19.98,31.99,30.32,制造业,28.23%,交通运输、仓储和邮政业,6.23%,净值型,2018-03-16
东吴进取策略混合,580005,混合型,东吴基金,2.60亿,1.0214,1.0341,1.5541,-1.22,1.78,12.05,-0.86,-0.80,0.46,3.19,27.27,5.00,制造业,73.24%,水利、环境和公共设施管理业,2.73%,净值型,2018-03-16
东吴嘉禾优势精选混合,580001,混合型,东吴基金,7.40亿,0.8059,0.8122,2.5322,-0.77,0.54,7.12,-10.47,-9.10,-8.51,-3.59,20.25,-10.41,制造业,46.02%,信息传输、软件和信息技术服务业,11.05%,净值型,2018-03-16
诺德主题灵活配置,571002,混合型,诺德基金,0.31亿,1.6086,1.6244,2.3444,-0.97,0.49,3.22,0.34,6.91,0.52,13.40,30.59,47.01,制造业,65.92%,金融业,6.26%,净值型,2018-03-16
诺德周期策略混合,570008,混合型,诺德基金,0.98亿,1.8508,1.8640,2.5990,-0.71,0.81,6.70,4.31,9.97,4.90,22.96,50.09,53.61,制造业,67.97%,金融业,7.73%,净值型,2018-03-16
诺德增强收益债券,573003,债券型,诺德基金,4.81亿,1.0537,1.0550,1.0820,-0.12,0.09,0.19,0.67,-0.47,0.00,-2.04,-2.50,-8.74,制造业,11.64%,房地产业,2.64%,净值型,2018-03-16
益民核心增长混合,560006,混合型,益民基金,0.08亿,1.4340,1.4430,1.4430,-0.62,0.14,1.41,2.20,2.05,-0.07,6.49,20.25,-6.36,制造业,31.00%,金融业,22.07%,净值型,2018-03-16
诺德优选30混合,570007,混合型,诺德基金,0.72亿,1.5209,1.5310,1.5310,-0.66,1.19,6.10,0.72,5.81,0.00,15.37,37.19,26.53,制造业,73.61%,金融业,0.37%,净值型,2018-03-16
诺德成长优势混合,570005,混合型,诺德基金,7.02亿,2.0140,2.0280,2.9480,-0.69,1.05,6.68,9.50,12.23,8.22,27.87,43.82,92.25,制造业,38.46%,金融业,13.07%,净值型,2018-03-16
诺德中小盘混合,570006,混合型,诺德基金,0.50亿,1.2885,1.3040,1.8340,-1.19,1.88,0.62,0.31,-2.40,-1.21,6.10,14.29,3.76,制造业,86.33%,金融业,4.25%,净值型,2018-03-16
信达澳银稳定价值债A,610003,债券型,信达澳银基金,2.78亿,1.1052,1.1050,1.5650,0.02,0.00,0.45,0.73,-0.45,1.19,0.64,0.70,10.78,制造业,0.02%,电力、热力、燃气及水生产和供应业,0.02%,净值型,2018-03-16
益民创新优势,560003,混合型,益民基金,7.69亿,0.8414,0.8482,0.8682,-0.81,0.50,-0.52,1.80,-3.98,-1.31,-1.98,3.02,-25.03,制造业,51.53%,金融业,15.19%,净值型,2018-03-16
东吴安享量化混合,580007,混合型,东吴基金,2.20亿,1.0966,1.1020,1.6820,-0.49,1.01,4.65,2.70,7.96,1.38,21.19,31.65,24.31,制造业,30.36%,金融业,9.25%,净值型,2018-03-16
益民多利债券,560005,债券型,益民基金,0.17亿,0.8483,0.8482,0.9692,0.02,-0.07,-0.22,-0.48,-0.48,-0.52,-0.41,-0.70,-11.54,金融业,0.03%,,,净值型,2018-03-16
诺德价值优势混合,570001,混合型,诺德基金,10.73亿,1.9124,1.9247,1.9247,-0.64,0.67,3.96,5.26,16.47,3.53,36.95,63.29,64.07,制造业,65.23%,金融业,11.43%,净值型,2018-03-16
中邮中小盘配置,590006,混合型,中邮基金,11.03亿,1.6301,1.6400,1.9720,-0.61,1.46,4.53,-2.36,-4.95,-0.18,-1.18,14.75,10.20,制造业,62.67%,金融业,5.07%,净值型,2018-03-16
信诚优质纯债债券B,550019,债券型,中信保诚基金,0.65亿,1.0292,1.0290,1.3480,0.02,0.10,0.29,1.88,2.07,1.78,5.86,5.86,20.72,金融业,2.31%,,,净值型,2018-03-16
信诚至远C,550016,混合型,中信保诚基金,0.06亿,1.4864,1.4900,1.4900,-0.24,0.89,1.97,44.17,47.22,43.82,54.40,50.78,65.08,制造业,19.83%,金融业,2.25%,净值型,2018-03-16
益民红利成长,560002,混合型,益民基金,4.03亿,0.4150,0.4175,1.3360,-0.59,0.12,0.14,-0.48,-2.70,-2.79,-3.80,-3.06,-16.92,制造业,43.80%,房地产业,10.11%,净值型,2018-03-16
信诚至远A,550015,混合型,中信保诚基金,0.18亿,1.0349,1.0377,1.0377,-0.27,0.86,1.93,1.80,3.99,1.54,4.71,8.40,12.80,制造业,19.83%,金融业,2.25%,净值型,2018-03-16
信诚优质纯债债券A,550018,债券型,中信保诚基金,1.69亿,1.0252,1.0250,1.3810,0.02,0.10,0.29,1.99,2.36,1.89,6.37,7.08,23.05,金融业,2.31%,,,净值型,2018-03-16
信诚经典优债债券B,550007,债券型,中信保诚基金,0.04亿,1.1893,1.1890,1.3680,0.02,0.68,1.97,3.57,2.06,3.84,0.25,1.62,10.30,金融业,3.41%,电力、热力、燃气及水生产和供应业,1.46%,净值型,2018-03-16
信诚经典优债债券A,550006,债券型,中信保诚基金,0.04亿,1.1963,1.1960,1.4040,0.02,0.67,1.53,3.19,1.87,3.46,0.17,1.96,10.95,金融业,3.41%,电力、热力、燃气及水生产和供应业,1.46%,净值型,2018-03-16
信诚三得益债券B,550005,债券型,中信保诚基金,17.95亿,1.0548,1.0550,1.5220,-0.02,0.09,0.38,1.83,1.93,1.54,2.93,9.12,23.92,制造业,2.10%,金融业,1.58%,净值型,2018-03-16
信诚三得益债券A,550004,债券型,中信保诚基金,3.80亿,1.0768,1.0770,1.5730,-0.02,0.09,0.37,1.89,2.09,1.60,3.36,10.22,25.55,制造业,2.10%,金融业,1.58%,净值型,2018-03-16
信诚四季红,550001,混合型,中信保诚基金,14.61亿,1.0701,1.0806,2.7050,-0.97,1.30,5.55,5.29,1.29,2.73,11.26,26.10,24.40,制造业,44.49%,建筑业,10.82%,净值型,2018-03-16
信诚盛世蓝筹混合,550003,混合型,中信保诚基金,12.65亿,2.5768,2.5910,3.4900,-0.55,0.27,1.37,5.07,7.38,2.86,23.63,53.67,62.38,制造业,37.75%,金融业,29.00%,净值型,2018-03-16
信诚优胜精选混合,550008,混合型,中信保诚基金,21.28亿,1.5410,1.5520,2.3180,-0.71,0.71,5.58,6.45,10.54,5.51,26.15,58.39,59.69,制造业,56.51%,房地产业,10.70%,净值型,2018-03-16
汇丰晋信科技先锋,540010,股票型,汇丰晋信基金,4.33亿,2.0049,2.0317,2.0317,-1.32,2.03,12.17,-0.29,-0.18,2.90,1.61,9.32,-1.23,制造业,59.38%,信息传输、软件和信息技术服务业,29.95%,净值型,2018-03-16
汇丰晋信恒生龙头指数A,540012,股票指数,汇丰晋信基金,2.93亿,1.6587,1.6654,2.0354,-0.40,0.73,2.40,6.78,17.23,4.41,40.32,75.36,56.47,制造业,38.85%,金融业,20.18%,净值型,2018-03-16
汇丰晋信稳增债券C,541005,债券型,汇丰晋信基金,0.30亿,1.0356,1.0354,1.2228,0.02,0.11,0.49,1.23,-0.03,1.10,1.05,-0.64,4.78,,,,,净值型,2018-03-16
汇丰晋信消费红利,540009,股票型,汇丰晋信基金,2.83亿,1.1621,1.1669,1.3939,-0.42,0.99,3.74,5.77,15.36,2.51,35.29,74.51,43.75,制造业,66.83%,房地产业,10.99%,净值型,2018-03-16
汇丰晋信平稳增利债券A,540005,债券型,汇丰晋信基金,1.25亿,1.0389,1.0388,1.2184,0.01,0.11,0.51,1.32,0.14,1.18,1.41,0.05,6.12,制造业 - 石油、化学、塑胶、塑料,2.37,制造业 - 食品、饮料,1.75,净值型,2018-03-16
汇丰晋信中小盘股票,540007,股票型,汇丰晋信基金,0.81亿,1.1764,1.1855,1.2055,-0.76,0.26,3.97,-1.72,-5.03,-3.11,0.32,22.66,-8.90,制造业,61.08%,金融业,16.14%,净值型,2018-03-16
汇丰晋信动态策略,540003,混合型,汇丰晋信基金,8.77亿,1.9980,2.0021,2.6421,-0.21,0.99,6.30,4.83,7.76,4.85,17.20,40.84,64.30,制造业,34.79%,金融业,27.85%,净值型,2018-03-16
建信新兴市场混合(QDII),539002,QDII,建信基金,0.67亿,0.9666,0.9670,0.9670,-0.04,2.55,1.90,2.33,6.26,0.83,14.44,43.26,11.79,,,,,净值型,2018-03-16
建信全球机遇混合(QDII),539001,QDII,建信基金,0.56亿,1.4509,1.4480,1.4480,0.20,2.19,2.55,2.40,6.47,1.69,17.06,45.24,34.32,,,,,净值型,2018-03-16
汇丰晋信双核策略A,000849,混合型,汇丰晋信基金,79.40亿,1.1963,1.1968,1.9868,-0.04,0.55,4.80,5.80,6.00,3.85,17.54,51.86,90.46,制造业,32.14%,金融业,15.59%,净值型,2018-03-16
汇丰晋信2026周期,540004,混合型,汇丰晋信基金,0.81亿,1.4996,1.4993,2.1193,0.02,0.26,2.36,2.47,5.53,0.47,11.31,25.52,16.79,制造业,37.10%,房地产业,7.70%,净值型,2018-03-16
建信转债增强债券C,531020,债券型,建信基金,0.75亿,2.3029,2.3050,2.3050,-0.09,0.52,0.52,-0.17,-6.49,0.48,-3.84,-5.53,15.31,制造业,9.68%,,,净值型,2018-03-16
汇丰晋信2016周期,540001,混合型,汇丰晋信基金,1.43亿,1.1522,1.1522,2.4722,0.00,0.10,0.88,2.67,0.41,2.43,2.82,2.69,9.87,制造业,2.94%,,,净值型,2018-03-16
建信全球资源混合(QDII),539003,QDII,建信基金,0.26亿,0.8506,0.8470,0.8790,0.42,0.12,-1.97,-2.08,1.68,-4.72,4.57,22.75,-6.62,,,,,净值型,2018-03-16
建信双息红利债券C,531017,债券型,建信基金,1.01亿,1.0584,1.0590,1.3900,-0.06,-0.09,0.57,-0.56,-3.03,-1.03,-1.52,-0.49,14.90,制造业,11.44%,水利、环境和公共设施管理业,4.06%,净值型,2018-03-16
建信稳定增利债券A,531008,债券型,建信基金,7.77亿,1.6463,1.6460,1.6460,0.02,-0.06,0.80,1.48,-0.24,1.73,1.04,0.80,12.36,金融业,2.92%,信息传输、软件和信息技术服务业,0.65%,净值型,2018-03-16
申万菱信新经济混合,310358,混合型,申万菱信基金,22.32亿,1.0680,1.0736,2.4958,-0.52,1.03,4.19,-0.43,4.06,-0.76,28.73,59.42,21.17,制造业,72.87%,金融业,4.92%,净值型,2018-03-16
宝盈资源优选混合,213008,混合型,宝盈基金,26.80亿,1.4475,1.4574,2.3815,-0.68,0.34,4.89,0.79,4.49,0.30,-13.11,-3.45,-15.82,制造业,61.12%,金融业,17.65%,净值型,2018-03-16
建信创新中国混合,000308,混合型,建信基金,1.16亿,2.4473,2.4670,2.4670,-0.80,0.33,3.22,-1.36,-1.12,-1.24,7.92,33.71,67.60,制造业,57.66%,租赁和商务服务业,6.60%,净值型,2018-03-16
建信增强债券C,531009,债券型,建信基金,1.34亿,1.5427,1.5430,1.6580,-0.02,-0.13,-0.26,-0.13,0.19,-0.39,2.73,3.98,17.52,制造业,3.20%,交通运输、仓储和邮政业,0.35%,净值型,2018-03-16
建信消费升级混合,000056,混合型,建信基金,0.91亿,1.9013,1.9160,1.9160,-0.77,0.79,3.07,-2.24,0.52,-2.59,13.04,37.15,42.88,制造业,42.92%,金融业,9.07%,净值型,2018-03-16
建信转债增强债券A,530020,债券型,建信基金,0.54亿,2.3527,2.3540,2.3540,-0.05,0.51,0.51,-0.13,-6.33,0.56,-3.52,-4.85,16.59,制造业,9.68%,,,净值型,2018-03-16
建信纯债C,531021,债券型,建信基金,0.58亿,1.2123,1.2120,1.2120,0.02,0.08,0.33,1.25,1.42,1.17,2.97,3.06,11.71,,,,,净值型,2018-03-16
建信社会责任混合,530019,混合型,建信基金,0.31亿,2.1834,2.1930,2.1930,-0.44,0.46,3.20,3.59,7.82,1.43,7.98,27.35,14.52,制造业,51.37%,金融业,12.82%,净值型,2018-03-16
汇丰晋信龙腾混合,540002,混合型,汇丰晋信基金,12.66亿,1.7155,1.7192,3.5552,-0.22,0.55,5.10,4.34,1.66,1.95,10.29,46.59,45.11,制造业,52.01%,交通运输、仓储和邮政业,12.05%,净值型,2018-03-16
